Class,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30
nonsuc,24.12657,23.68736206896552,25.44405000000001,24.636740740740745,23.786811538461542,23.688992,22.652891666666665,23.861156521739137,24.95784090909091,22.980666666666664,23.904674999999997,24.33528947368421,24.268249999999995,23.889664705882353,23.510599999999997,23.055600000000002,24.280992857142856,24.47635384615385,22.515666666666664,23.60538181818182,25.30372,24.9628,24.214862499999995,25.373842857142854,21.560483333333334,20.039179999999998,19.650174999999997,12.854566666666665,9.945599999999999,6.708099999999999
nonsuc,25.477680000000003,23.52785517241379,24.860410714285717,24.090125925925925,22.360865384615387,22.504336000000002,22.644820833333338,22.894569565217388,24.115527272727274,24.853928571428575,25.527865000000006,25.175136842105264,25.510994444444442,26.96621176470588,25.47176875,22.850779999999997,23.302257142857144,23.73576153846154,22.53325,26.076618181818183,27.192019999999996,23.751200000000004,26.5646625,32.18288571428571,30.708066666666667,27.47564,29.049550000000004,31.877799999999997,31.53825,17.5436
nonsuc,25.071073333333338,23.093462068965522,24.04459285714285,24.815574074074075,22.064507692307693,20.754164,23.40720833333333,24.515652173913043,23.312472727272723,24.449371428571425,26.216694999999998,26.323478947368418,24.9945,26.500300000000003,26.312656250000003,23.21064,22.583635714285716,25.950138461538458,23.500250000000005,21.206027272727273,22.36572,26.608766666666664,27.7886625,26.492385714285717,32.060116666666666,35.935,33.68545,29.855400000000003,28.476350000000004,31.8372
nonsuc,24.174406666666663,22.835931034482755,24.029796428571423,25.557274074074073,23.037965384615383,22.11348,24.429125,26.189195652173918,23.106790909090904,23.774666666666665,24.24779,25.14464210526316,22.932311111111108,23.06814117647059,25.33024375,24.346173333333333,22.078728571428574,24.52953846153846,25.621983333333333,25.36381818181818,22.247700000000002,25.397299999999998,25.562762499999998,24.009500000000003,23.426733333333335,25.334500000000002,23.160375000000002,23.649866666666668,16.5516,19.3248
nonsuc,25.19224,25.449131034482754,25.552996428571426,25.40325555555555,25.211769230769235,24.56249199999999,27.21964166666667,26.850752173913044,25.436236363636365,27.053514285714282,26.407869999999996,27.448700000000002,25.754694444444446,26.551852941176467,28.572800000000004,26.018633333333337,25.894599999999997,25.034984615384612,24.89836666666667,24.433209090909088,21.47587,27.83245555555556,27.44155,27.095914285714287,28.601100000000002,28.269679999999994,32.313775,22.125333333333334,39.185,47.8368
nonsuc,29.44513333333333,29.888458620689654,30.344375000000003,29.300155555555556,29.770953846153848,30.657716,30.864604166666666,29.693821739130435,29.52274090909091,29.682538095238094,28.031445,29.628931578947363,29.53085555555556,29.85504705882353,30.480912500000002,29.181513333333328,30.46378571428571,29.62953846153846,30.904108333333326,31.125536363636357,30.53231999999999,29.54592222222222,27.858412499999996,27.535285714285713,24.770133333333334,25.610400000000006,32.211325,26.3839,30.502,36.4816
nonsuc,28.24169,28.395793103448277,28.786099999999998,28.55433703703703,28.88232307692308,29.23882000000001,29.61037083333333,29.33618695652174,28.833495454545456,28.534495238095236,27.65317,29.540036842105266,29.47811111111111,28.742905882352943,28.733975,27.118613333333332,27.39079285714286,26.18673846153846,27.188733333333335,26.418854545454543,26.33668,24.989933333333333,21.255212500000003,23.332914285714285,24.025900000000004,21.533220000000004,25.350675000000003,24.275499999999997,24.102600000000002,20.2788
nonsuc,27.644716666666667,27.67794482758621,28.67058571428571,27.640207407407406,27.647423076923083,28.867708000000004,28.312283333333337,28.4672347826087,29.792518181818192,28.564223809523803,29.29740000000001,30.50485263157895,29.66622222222222,28.880176470588236,28.520237500000004,26.92053333333333,25.63857857142857,25.617992307692305,23.6147,23.572890909090905,23.859790000000004,22.366144444444444,22.9021875,23.81812857142857,26.47236666666667,25.648060000000005,25.25,27.6096,29.6095,24.0909
nonsuc,26.06557,26.262482758620695,26.873271428571424,26.167285185185182,26.381576923076924,28.059588000000005,26.465616666666666,26.41669565217392,26.812372727272727,25.75914285714285,25.976815,27.412057894736844,26.167183333333327,25.46706470588235,25.2544,23.315939999999998,22.68357142857143,24.17030769230769,21.928191666666667,22.143209090909092,21.393909999999998,20.04574444444445,18.969737500000004,19.730357142857144,18.962083333333336,19.786,16.702825,13.776299999999999,11.619299999999999,9.0783
nonsuc,19.422359999999994,18.255451724137927,19.543632142857145,18.511899999999997,18.367873076923075,19.401864,19.134470833333335,18.82808260869565,19.213872727272726,19.798728571428573,19.403489999999998,19.23367368421053,19.65743888888889,20.396752941176473,21.293393750000003,19.452106666666666,18.135057142857143,18.812430769230772,19.952175,19.303354545454546,21.78868,22.07198888888889,21.0631375,23.198871428571433,22.07016666666667,21.9495,24.5047,22.777133333333335,30.678849999999997,37.0252
suc,25.607913333333336,24.490248275862076,26.718639285714293,26.581266666666664,26.36026923076923,26.760332000000002,25.987229166666665,25.448834782608696,26.643436363636365,27.548990476190472,26.96132,26.550136842105267,25.55595,27.14655882352941,27.6237875,24.581480000000003,25.141842857142855,25.808746153846155,26.4793,26.29130909090909,23.625439999999998,24.760222222222225,26.0106875,26.5413,28.387133333333335,27.51712,21.16755,23.344866666666665,39.8895,42.902499999999996
nonsuc,25.402463333333333,25.199265517241383,25.40744285714285,25.01548518518518,25.147973076923083,23.937296000000007,24.235937499999995,24.11672608695653,25.074486363636364,25.742557142857137,25.576584999999998,25.37587368421053,26.465355555555558,26.543382352941176,26.305081250000004,25.136806666666665,22.98678571428572,24.488561538461536,25.14849166666667,25.037281818181818,25.198919999999998,25.788600000000006,26.111225,28.338357142857145,28.003950000000003,25.704359999999998,24.051175,25.076600000000003,29.8782,13.9524
nonsuc,24.66358,24.780024137931033,24.480321428571436,24.775248148148144,24.24126153846154,24.659372000000005,25.14815833333333,26.390843478260866,26.629177272727272,26.113199999999996,26.205035,26.600594736842105,24.88795,24.610858823529412,25.52310625,23.665000000000003,25.783207142857144,24.958807692307694,24.644191666666668,23.47802727272727,25.20397,22.27425555555556,22.2211,23.28964285714286,23.662900000000004,26.05806,27.242625000000004,29.623100000000004,35.5788,31.8372
nonsuc,24.91608666666667,26.579117241379315,24.702907142857146,26.7484111111111,23.424992307692314,25.23566,23.906666666666666,26.014008695652176,23.791672727272726,26.170266666666667,24.740270000000002,26.366394736842107,24.688688888888887,26.78404705882353,26.3816125,25.86394666666667,26.449214285714284,27.11065384615385,27.33838333333333,27.273745454545452,28.635639999999995,30.025233333333333,29.8812,31.254985714285716,35.69433333333333,37.055620000000005,34.3351,33.39743333333334,44.362300000000005,38.0689
nonsuc,25.91622666666667,25.46101034482759,27.240285714285715,26.874133333333337,25.86698076923077,27.456396000000005,27.277075,26.960008695652178,27.560340909090915,26.616233333333337,26.090005,26.44185789473684,25.37344444444445,25.36783529411765,25.8844625,25.28565333333334,25.06257857142857,25.910661538461536,25.025700000000004,24.37922727272727,22.813630000000003,21.846766666666667,21.4796375,19.62801428571429,18.66045,20.29348,21.69065,18.2954,18.37275,13.0083
nonsuc,26.103430000000003,25.803482758620692,27.421067857142862,27.627629629629634,26.243703846153853,27.27794800000001,26.440712499999993,27.119452173913043,28.11061363636364,27.08842380952381,26.861695000000008,29.13357368421053,27.827950000000005,26.320041176470593,27.23009375,26.430653333333336,24.658828571428575,25.129884615384615,23.853275,24.355881818181818,24.82029,24.38661111111111,23.167237500000002,26.521485714285717,24.049933333333332,23.2132,21.251000000000005,25.8839,23.879250000000003,33.1329
nonsuc,25.71382000000001,25.26171034482759,25.533857142857148,25.528800000000007,24.42008076923077,25.066315999999997,25.561629166666666,25.733500000000003,25.522090909090913,26.616009523809527,26.336455000000008,26.861521052631577,27.352994444444445,27.118064705882354,25.57649375,25.045720000000003,24.490242857142864,24.01146923076923,22.798750000000002,23.563127272727275,23.10988,23.43771111111111,22.590125,25.062942857142854,27.31345,28.122439999999994,25.89945,26.74096666666667,19.093200000000003,24.2481
nonsuc,21.34763,20.49406896551724,20.57691071428571,20.17994444444444,20.714780769230774,21.475316,21.6422625,20.453091304347826,19.826809090909094,19.195723809523813,18.680215,18.96934736842105,21.201438888888887,22.487376470588234,20.691656250000005,19.986586666666664,21.07157857142857,21.28273076923077,23.58815833333333,24.00300909090909,24.45279,23.849711111111116,22.02015,21.715828571428574,20.647533333333335,22.12498,25.853925,24.7052,19.68075,9.9792
nonsuc,22.089293333333337,20.60058620689655,20.30324285714286,20.179107407407407,20.640623076923077,22.280596,23.842537499999995,22.727678260869563,22.21189090909091,20.214399999999998,21.157065,22.377226315789475,23.909855555555556,25.317135294117648,22.9368125,21.23734666666667,20.57118571428571,19.213215384615385,19.86841666666667,22.93083636363636,24.69804,20.628911111111112,19.8472375,19.35107142857143,20.77446666666667,24.11862,29.03055,37.71403333333333,38.02035,33.798
nonsuc,26.921663333333335,25.38588620689655,25.999885714285718,26.79983333333333,26.108030769230773,26.329291999999995,27.919037499999998,27.642060869565217,26.208118181818183,25.466509523809524,26.666880000000003,26.993352631578947,28.264499999999998,29.18206470588235,27.747337499999997,25.193493333333333,26.221671428571426,24.828292307692305,24.486766666666668,25.971918181818182,28.21555,26.626211111111115,22.954700000000003,24.61962857142857,27.79358333333333,25.605700000000002,22.904875,33.55696666666666,37.5156,26.4816
suc,24.15710333333333,22.984975862068964,23.669932142857146,23.8117,23.699865384615375,24.664160000000003,26.279545833333334,25.731217391304348,25.10903636363636,25.16056666666666,24.206179999999996,24.171305263157898,24.276866666666667,25.022423529411768,24.015443750000003,21.019160000000003,22.24552142857143,21.997684615384614,21.914975000000002,21.48523636363636,21.55237,19.630455555555553,17.715325,16.907557142857144,15.745233333333333,19.198600000000003,25.385375,24.264233333333333,25.75455,24.2481
nonsuc,24.07607666666666,22.95054482758621,24.39575714285715,25.04212962962963,22.74380769230769,22.195168,23.86947916666666,22.57565652173913,21.626386363636364,22.831038095238096,23.846565,21.77334736842105,21.682650000000002,23.653423529411764,23.730100000000004,21.390193333333333,21.812064285714285,24.310546153846154,23.850958333333327,23.31490909090909,24.09338,25.235733333333332,23.985475,25.021142857142856,24.944783333333334,21.59446,17.689125,17.257500000000004,15.09125,9.5892
nonsuc,21.768563333333336,21.691582758620687,22.06748214285715,21.798918518518523,22.108284615384612,23.107868,23.520183333333332,22.68790869565217,22.02887272727273,23.084295238095237,22.469095000000003,23.417978947368418,23.32317777777778,22.570211764705885,22.785181250000004,23.39376666666666,21.772557142857146,20.3295,21.599508333333333,21.28774545454546,21.90273,22.909011111111113,20.4836375,17.467499999999998,20.377983333333333,21.12196,23.212925,29.9592,31.35495,14.1603
nonsuc,23.64213333333334,23.92405172413793,23.928367857142856,22.473540740740738,23.58768461538462,24.846676000000002,23.0286,23.875421739130438,23.161659090909094,22.367928571428575,23.393280000000004,25.159552631578947,24.70973888888889,24.31889411764706,24.399418750000002,22.651120000000002,21.83667857142857,24.739269230769228,22.58178333333333,24.695863636363637,27.15766,23.091633333333334,25.021462500000002,24.837257142857144,23.382199999999997,27.52878,25.725825,20.0076,21.64635,9.9792
nonsuc,28.032136666666666,28.099117241379314,27.56998928571429,27.155851851851853,27.284034615384623,27.900484000000002,28.729720833333335,27.206808695652175,28.70544090909091,27.11289523809524,27.486285,29.020257894736847,28.48956111111111,29.815129411764712,28.301693750000005,27.61669333333333,25.746314285714284,28.196307692307695,28.957508333333333,28.018427272727273,30.21093,28.439911111111112,29.766662499999995,26.779357142857144,30.21563333333333,31.7335,34.433925,35.081633333333336,29.245800000000003,22.291200000000003
nonsuc,27.00536,26.957651724137932,28.134814285714288,27.793525925925927,27.556307692307698,28.433000000000003,28.907633333333337,27.80071739130435,27.677345454545456,27.536161904761904,27.60659,27.71136315789474,28.08498333333333,28.715035294117644,27.404075000000002,26.424933333333335,26.708335714285717,25.649023076923076,26.77810833333334,26.241363636363634,26.32966,25.304444444444442,23.3371125,22.892514285714288,23.970366666666667,23.86826,21.03085,21.694366666666667,29.1796,20.4227
nonsuc,26.65499666666667,27.03206551724138,26.97806071428571,26.47451111111111,26.548469230769232,27.379272000000004,28.162062500000005,27.52467826086956,26.78533181818182,27.122647619047626,27.319329999999997,26.98962631578947,27.909450000000003,27.97651764705882,27.822556250000005,25.42310666666667,26.72424285714286,24.90672307692308,26.41110833333333,25.75365454545455,26.429669999999998,26.8306,23.654512500000003,24.613842857142856,26.17345,25.62384000000001,27.662925,28.994799999999998,22.7469,23.9337
nonsuc,23.726240000000004,24.23293793103448,24.9671,24.07604444444444,23.823153846153847,24.221928000000002,23.940974999999998,24.978800000000003,25.509895454545457,25.092476190476184,25.06918,26.194315789473684,24.4144,24.253205882352944,23.304468749999998,23.075260000000004,20.381464285714284,20.408953846153846,20.111274999999996,19.847890909090907,20.40354,19.796622222222222,19.2345625,21.73882857142857,19.08431666666667,15.706240000000003,18.7854,13.515100000000002,9.1842,21.104100000000003
nonsuc,23.878670000000003,23.76292068965517,24.39779642857143,23.896900000000002,23.41687307692308,23.964468,24.3109625,24.27639565217391,24.703986363636364,24.709819047619042,24.766735,25.429173684210525,25.258466666666667,23.87211764705883,22.784718750000003,22.520860000000006,19.918714285714284,18.514130769230768,20.56325,19.227518181818184,20.559269999999998,20.895122222222223,19.928350000000002,19.048300000000005,18.011566666666667,16.4812,16.655625,15.3076,13.02795,9.9792
nonsuc,22.14025333333333,21.524644827586204,20.81658928571429,23.044674074074074,23.132546153846153,22.504451999999997,21.354604166666665,20.393743478260877,23.908954545454538,23.288380952380955,21.851055,21.237115789473684,23.529861111111114,23.586011764705887,24.3006125,21.34552,21.489278571428574,21.511746153846158,25.677674999999997,23.730009090909096,24.23497,21.47246666666667,26.566312500000002,28.542514285714283,25.25845,25.936500000000002,22.033725,35.606,30.0066,51.876
nonsuc,25.794300000000003,24.615058620689663,24.56078571428572,26.439948148148147,26.903526923076925,24.816640000000007,23.241312499999996,23.74482608695652,27.7482,26.927699999999998,25.721000000000004,23.675426315789476,26.096833333333336,27.273747058823535,25.6296625,22.560046666666672,22.108007142857144,25.378446153846156,25.116816666666665,25.829599999999996,23.253989999999998,23.100711111111114,26.7277625,26.94612857142857,23.21955,20.984160000000003,19.764025000000004,17.798199999999998,18.96225,15.4449
nonsuc,26.60519,26.245455172413802,25.699671428571435,27.47175925925926,27.60718846153846,25.821808000000004,24.6911875,25.460969565217393,27.51053181818181,26.938842857142856,27.652775,25.348526315789478,28.338083333333334,27.10851764705883,27.6047125,24.666766666666668,24.497442857142858,24.89936923076923,24.951516666666667,27.4136,26.322840000000003,27.733744444444444,26.0033,27.532628571428575,27.151,28.624800000000004,21.248125,21.1203,18.96225,13.7016
nonsuc,27.909533333333332,27.828406896551726,26.76680357142857,30.02164814814815,29.737569230769232,28.029220000000006,26.437479166666666,27.55612173913044,30.54426363636364,29.580195238095246,28.264640000000004,25.20778947368422,29.40882777777778,28.729423529411775,30.011537500000003,25.54722666666667,28.111707142857146,29.563969230769235,29.36455833333334,28.630690909090905,25.746019999999998,28.08998888888889,28.236462500000002,30.88424285714286,25.54146666666667,29.3072,25.012150000000002,32.388666666666666,24.9884,28.3536
nonsuc,28.096439999999998,28.01615172413793,27.018378571428567,28.7105037037037,28.001369230769225,27.178216,27.936520833333333,28.903847826086956,29.945136363636355,29.408766666666658,30.77208,28.587178947368425,31.33072222222222,28.496852941176467,29.588693749999997,28.03036666666667,29.226178571428573,27.33483846153846,25.40714166666666,25.46304545454545,24.879429999999996,25.133133333333333,23.972875000000002,29.024785714285713,28.91485,32.27184,32.641275,41.9372,38.87265,30.3942
nonsuc,27.004463333333334,28.411527586206898,27.47455714285714,28.21627037037037,26.898300000000003,26.719863999999998,27.715754166666667,27.888621739130436,29.065590909090908,28.365476190476187,28.838935,28.392052631578945,31.103238888888896,27.140429411764703,29.51525,27.295006666666666,30.129442857142855,26.225761538461537,25.32724166666667,28.05325454545454,25.57931,26.32902222222222,25.583262500000004,29.075557142857143,29.52905,35.4771,32.88735,32.3605,31.46715,48.2328
nonsuc,27.645073333333336,28.1906551724138,27.235999999999994,27.641144444444446,27.970780769230764,27.042032,27.056804166666666,26.637795652173917,27.160672727272733,26.865423809523804,28.46184999999999,27.0448,28.894144444444446,27.489017647058823,28.118562500000003,27.77360666666666,28.59097857142857,27.76240769230769,26.887116666666667,27.262227272727273,27.10127,29.75248888888889,28.4290125,28.701100000000004,27.991666666666664,27.713780000000003,30.431949999999997,31.3548,25.9908,22.3392
nonsuc,22.362849999999998,21.649313793103445,22.605992857142855,21.442985185185186,21.753980769230772,22.912396000000005,21.963425,21.261865217391303,20.990695454545456,20.53475238095238,22.04043,22.741521052631583,21.97019444444444,22.518794117647058,22.454824999999996,20.88732,21.360207142857142,22.24687692307693,22.047325,23.164154545454547,23.4947,24.92038888888889,22.555550000000004,22.014314285714285,22.382783333333336,20.592239999999997,20.96565,19.2372,13.72975,13.1028
nonsuc,21.795296666666673,21.082837931034483,22.207474999999995,22.625996296296293,23.22228461538462,22.793344,22.712820833333335,23.276752173913042,22.911290909090912,22.730900000000002,22.969745000000003,22.685115789473684,21.671455555555564,22.167741176470585,21.881475000000002,20.86929333333334,20.306371428571428,18.592253846153845,18.291925000000003,19.47316363636364,17.163159999999998,16.08236666666667,16.9899375,16.428742857142858,16.219316666666668,13.803999999999998,13.484275,17.557900000000004,21.1827,15.465600000000002
nonsuc,23.680476666666674,22.89794827586207,23.808578571428573,23.710829629629636,23.52015,22.643352,22.740120833333336,23.308191304347826,22.740831818181817,22.65792380952381,23.36461,23.42768421052632,22.927,24.766517647058823,24.77130625,23.649013333333333,22.706028571428572,24.0109,24.9602,24.155672727272727,26.312420000000003,23.964900000000004,25.591275,27.878300000000003,24.148299999999995,23.88336,25.2166,29.0552,37.95595,31.6308
nonsuc,29.751746666666666,29.34017586206896,30.846564285714287,29.382948148148152,28.711592307692307,30.753359999999997,29.217808333333327,29.071500000000004,30.884863636363637,29.40936666666666,29.459130000000005,31.854326315789468,30.478750000000005,29.831341176470588,29.66411875,27.521706666666663,25.907357142857148,27.80666923076923,27.46890833333333,27.86453636363636,27.832430000000006,27.31924444444444,27.4479875,27.294714285714285,25.128266666666665,24.6923,24.62975,20.1372,12.91115,6.708099999999999
nonsuc,29.675773333333332,29.48214827586207,31.735382142857144,29.545988888888896,28.95661153846154,31.374271999999998,30.49649583333333,29.501930434782615,32.07612727272727,30.36821904761905,29.755965000000003,32.797952631578944,31.371200000000005,30.104,30.936268750000004,28.878666666666668,27.406478571428575,28.99467692307692,28.44631666666666,28.40423636363636,29.350019999999994,28.28511111111111,28.4239125,27.261285714285716,27.715400000000002,28.198400000000003,29.992775,23.912000000000003,23.921,31.1664
nonsuc,26.375356666666672,26.77197241379311,29.63640714285715,26.978170370370375,27.23236538461539,30.173956000000004,28.295575000000003,27.282365217391312,29.678940909090908,27.754304761904763,26.13587,28.64141052631579,28.277494444444443,25.737064705882354,27.674837500000002,26.517999999999997,23.165400000000005,25.81131538461539,25.739225,22.619590909090906,25.012700000000002,24.037555555555556,20.2780375,21.950414285714285,21.638133333333332,16.67364,23.492325,20.1981,15.63485,25.741500000000002
nonsuc,26.421846666666667,26.70412413793104,29.30214285714286,27.40052962962964,27.18060000000001,29.514816,27.966475000000003,26.307086956521744,28.801659090909094,28.0997380952381,26.575120000000005,28.648531578947367,28.556277777777773,25.735917647058823,28.26905,26.58184,23.97972857142857,26.448746153846155,25.831233333333333,23.40371818181818,25.005140000000004,26.16021111111111,24.93925,25.088014285714287,25.13976666666667,20.19764,22.9929,22.562233333333335,25.45415,30.3942
nonsuc,25.892096666666664,26.084324137931045,28.143885714285723,25.393477777777782,24.997500000000002,27.789120000000004,25.75594583333334,25.940604347826085,27.609277272727276,26.032385714285716,25.659389999999995,26.1933,26.4111,24.50013529411765,27.888700000000004,25.936786666666674,24.440750000000005,28.088146153846154,27.88801666666667,24.280354545454546,29.01524,26.86252222222222,24.7714875,30.573542857142854,28.739166666666666,29.09172,32.5608,30.930833333333336,28.71235,37.5753
nonsuc,25.404960000000003,25.78372068965518,25.78797142857143,25.534181481481482,26.06708461538462,26.875008,27.4265,26.36965652173913,27.350586363636364,25.268876190476195,26.60747,26.439400000000006,27.030894444444442,27.249682352941175,26.203281250000003,24.598866666666662,23.48564285714286,23.641161538461535,22.766791666666666,25.338354545454546,22.642330000000005,22.564611111111113,22.8674375,20.676042857142857,20.280283333333333,24.13682,24.377699999999997,21.351133333333337,26.50195,15.0548
